path_id,surplus_bin,final_target_kg,final_inventory_kg,final_surplus_kg,first_positive_inventory_hour,first_25pct_target_hour,first_50pct_target_hour,first_75pct_target_hour,first_100pct_target_hour,stable_100pct_target_hour,arrival_stage,final_intensity,final_location,peak_observed_operating_intensity,max_hypothetical_target_from_observed_operating_states_kg,hypothetical_target_drop_to_final_kg,operating_location_changed,risk_later_weakened_signal,HTT_last24h_kg,mechanism_signal_count,mechanism_signals,interpretation_limit,total_inventory_minus24h_kg,inventory_minus_target_minus24h_kg,production_minus24h_kg,HTT_minus24h_kg,ordinary_shortage_minus24h_kg,storm_intensity_minus24h,storm_location_minus24h,system_electrolyzer_utilization_minus24h,inventory_site1_minus24h_kg,gap_site1_minus24h_kg,inventory_site2_minus24h_kg,gap_site2_minus24h_kg,inventory_site3_minus24h_kg,gap_site3_minus24h_kg,inventory_site4_minus24h_kg,gap_site4_minus24h_kg,total_inventory_minus16h_kg,inventory_minus_target_minus16h_kg,production_minus16h_kg,HTT_minus16h_kg,ordinary_shortage_minus16h_kg,storm_intensity_minus16h,storm_location_minus16h,system_electrolyzer_utilization_minus16h,inventory_site1_minus16h_kg,gap_site1_minus16h_kg,inventory_site2_minus16h_kg,gap_site2_minus16h_kg,inventory_site3_minus16h_kg,gap_site3_minus16h_kg,inventory_site4_minus16h_kg,gap_site4_minus16h_kg,total_inventory_minus8h_kg,inventory_minus_target_minus8h_kg,production_minus8h_kg,HTT_minus8h_kg,ordinary_shortage_minus8h_kg,storm_intensity_minus8h,storm_location_minus8h,system_electrolyzer_utilization_minus8h,inventory_site1_minus8h_kg,gap_site1_minus8h_kg,inventory_site2_minus8h_kg,gap_site2_minus8h_kg,inventory_site3_minus8h_kg,gap_site3_minus8h_kg,inventory_site4_minus8h_kg,gap_site4_minus8h_kg,total_inventory_minus4h_kg,inventory_minus_target_minus4h_kg,production_minus4h_kg,HTT_minus4h_kg,ordinary_shortage_minus4h_kg,storm_intensity_minus4h,storm_location_minus4h,system_electrolyzer_utilization_minus4h,inventory_site1_minus4h_kg,gap_site1_minus4h_kg,inventory_site2_minus4h_kg,gap_site2_minus4h_kg,inventory_site3_minus4h_kg,gap_site3_minus4h_kg,inventory_site4_minus4h_kg,gap_site4_minus4h_kg,total_inventory_t0h_kg,inventory_minus_target_t0h_kg,production_t0h_kg,HTT_t0h_kg,ordinary_shortage_t0h_kg,storm_intensity_t0h,storm_location_t0h,system_electrolyzer_utilization_t0h,inventory_site1_t0h_kg,gap_site1_t0h_kg,inventory_site2_t0h_kg,gap_site2_t0h_kg,inventory_site3_t0h_kg,gap_site3_t0h_kg,inventory_site4_t0h_kg,gap_site4_t0h_kg
4874,>200 kg,11.1833565999,327.442393281,316.259036681,-39,-39,-39,-39,-39,-39,5,4,7,4,180.836278269,169.652921669,True,True,69.8451463856,4,EARLY_INVENTORY_BUILD_SIGNAL;RISK_LATER_WEAKENED_SIGNAL;LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",184.939475204,173.756118604,0,0,0,2,2,0,67.5324378844,0,50.3037901125,0,28.6029194459,0,38.5003277609,0,163.233409272,152.050052672,15.015,0,0,2,3,1,61.5445570449,0,45.5081379386,0,20.9821334423,0,35.1985808462,0,244.342481134,233.159124535,15.015,0.732804448073,0,3,4,1,117.362069255,0,31.3949556157,0,11.8809282073,0,83.7045280566,0,288.590785328,277.407428728,15.015,0,1.86188219364,4,7,1,152.764275792,0,41.560173007,0,16.5271472885,0,77.739189241,0,327.442393281,316.259036681,15.015,0,3.72376438727,4,7,1,176.164275792,0,46.617563557,0,22.8452131182,0,81.8153408141,0
4891,>200 kg,58.1956878969,263.300168112,205.104480215,-31,-31,-31,-31,-31,-31,4,3,5,3,156.407515605,98.2118277079,True,True,29.731683492,4,EARLY_INVENTORY_BUILD_SIGNAL;RISK_LATER_WEAKENED_SIGNAL;LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",241.507481134,183.311793238,8.775,0,0,2,4,0.584415584416,90.0053559616,0,64.9621752057,0,37.6776415006,0,48.8623084666,0,182.014475204,123.818787307,0,0,0,2,7,0,67.5324378844,0,50.3037901125,0,28.6029194459,0,35.5753277609,0,147.633409272,89.4377213752,11.115,0,0,2,5,0.74025974026,55.6945570449,0,40.2218654297,0,22.3684059513,0,29.3485808462,0,207.693409272,149.497721375,15.015,10.6779432689,1.54554668825,3,3,1,103.201852639,0,38.1543977155,0,21.0504626824,0,45.2866962356,0,263.300168112,205.104480215,15.015,0,11.959225058,3,3,1,126.601852639,0,49.3011565556,0,30.4104626824,0,56.9866962356,0
4905,0-50 kg,156.407515605,160.379616261,3.97210065586,-31,-31,-31,-31,-31,-6,4,3,3,2,0,-156.407515605,True,False,1.70898598414,2,LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",241.507481134,85.0999655297,8.775,0,0,2,4,0.584415584416,90.0053559616,0,64.9621752057,0,37.6776415006,0,48.8623084666,0,184.939475204,28.531959599,0,0,0,2,1,0,67.5324378844,2.82242946937,50.3037901125,0,28.6029194459,0,38.5003277609,0.62254457604,149.443112104,-6.9644035006,9.99970283214,0,0,2,4,0.665980874602,55.6945570449,14.6603103089,39.8991519545,0,21.5758222586,1.33555675036,32.2735808462,6.84929149069,183.668222386,27.2607067813,11.115,0,0,2,1,0.74025974026,76.7672043028,0,38.3463569234,0,25.8847479653,0,42.6699131946,0,160.379616261,3.97210065586,0,0,0,2,1,0,70.8777395635,0,27.2531892216,0,22.9113790089,0,39.3373084666,0
4916,100-200 kg,180.565756528,303.706184256,123.140427728,-39,-39,-39,-39,-38,-13,5,3,2,3,180.836278269,0.27052174083,True,True,25.1950483169,3,RISK_LATER_WEAKENED_SIGNAL;LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",182.014475204,1.44871867585,0,0,0,2,6,0,67.5324378844,16.7483548688,50.3037901125,0,28.6029194459,0,35.5753277609,20.0664398043,151.533409272,-29.0323472559,15.015,0,0,2,7,1,55.6945570449,28.5862357084,45.5081379386,0,20.9821334423,0.0226673080258,29.3485808462,26.2931867189,243.079190186,62.5134336583,15.015,0,0.996966330001,3,4,1,106.710187907,0,48.560014957,0,27.1195186068,0,60.6894687153,0,276.956810561,96.3910540335,15.015,0,0,3,5,1,119.739504089,0,58.7252323483,0,30.6909725136,0,67.8011016109,0,303.706184256,123.140427728,15.015,0,0,3,5,1,131.03726983,0,65.1016298638,0,35.6900313777,0,71.877253184,0
4920,100-200 kg,180.836278269,282.739475204,101.903196935,-39,-39,-39,-39,-38,-14,5,3,4,3,0,-180.836278269,True,False,6.90829922883,2,LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",184.939475204,4.10319693502,0,0,0,2,2,0,67.5324378844,3.3453016791,50.3037901125,0,28.6029194459,0,38.5003277609,0.776327204434,163.233409272,-17.6028689967,15.015,0,0,2,2,1,61.5445570449,9.33318251864,45.5081379386,2.26240694465,20.9821334423,1.92920541433,35.1985808462,4.07807411909,222.112481134,41.2762028657,2.925,0,0,2,4,0.194805194805,87.6553559616,0,52.3621752057,0,31.0576415006,0,51.0373084666,0,255.99010151,75.1538232409,15.015,0,0,3,6,1,101.849039301,0,56.7834605258,0,34.5394934242,0,62.818108259,0,282.739475204,101.903196935,15.015,0,0,3,6,1,113.146805042,0,63.1598580413,0,39.5385522883,0,66.8942598321,0
4924,>200 kg,58.1956878969,392.922409557,334.72672166,-39,-39,-39,-39,-39,-39,5,3,5,3,156.407515605,98.2118277079,True,True,87.487712577,4,EARLY_INVENTORY_BUILD_SIGNAL;RISK_LATER_WEAKENED_SIGNAL;LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",182.014475204,123.818787307,0,0,0,2,6,0,67.5324378844,0,50.3037901125,0,28.6029194459,0,35.5753277609,0,251.186343625,192.990655728,15.015,0,0,3,7,1,118.542611022,0,72.8081379386,0,10.0120138176,0,49.8235808462,0,332.295415487,274.09972759,15.015,0,0,3,5,1,150.503409939,0,73.9883925802,0,35.6908878103,0,72.1127251576,0,366.173035862,307.977347966,15.015,10.2675626746,0,3,3,1,163.532726121,0,51.1769576638,0,30.069544217,0,121.393807861,0,392.922409557,334.72672166,15.015,4.97166099161,0,3,3,1,169.85883087,0,57.5533551793,0,35.0686030811,0,130.441620426,0
4944,>200 kg,11.1833565999,332.295415487,321.112058887,-31,-31,-31,-31,-31,-31,4,4,7,3,58.1956878969,47.012331297,True,True,32.3652738521,4,EARLY_INVENTORY_BUILD_SIGNAL;RISK_LATER_WEAKENED_SIGNAL;LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",241.507481134,230.324124535,8.775,0,0,2,4,0.584415584416,90.0053559616,0,64.9621752057,0,37.6776415006,0,48.8623084666,0,182.014475204,170.831118604,0,0,0,2,7,0,67.5324378844,0,50.3037901125,0,28.6029194459,0,35.5753277609,0,251.186343625,240.002987025,15.015,0,0,3,6,1,114.490688073,0,72.8081379386,0,14.063936767,0,49.8235808462,0,305.071405215,293.888048615,15.015,0,0,3,5,1,135.563335331,0,72.3362000835,0,33.2372101735,0,63.9346596267,0,332.295415487,321.112058887,15.015,0,0,3,5,1,146.45148699,0,76.8430323817,0,39.6238412172,0,69.3770548987,0
4947,>200 kg,180.565756528,452.415415487,271.849658959,-31,-31,-31,-31,-30,-30,4,3,2,3,180.565756528,2.84217094304e-13,True,False,33.7166736354,3,EARLY_INVENTORY_BUILD_SIGNAL;LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",241.507481134,60.9417246066,8.775,0,0,2,4,0.584415584416,90.0053559616,0,64.9621752057,0,37.6776415006,0,48.8623084666,6.77945909854,302.134475204,121.568718676,15.015,0,0,3,2,1,114.332437884,0,81.5037901125,0,47.3229194459,0,58.9753277609,0,371.306343625,190.740587097,15.015,0,0,3,1,1,143.444557045,0,104.008137939,0,50.6300677951,0,73.2235808462,0,425.191405215,244.625648687,15.015,0,0,3,3,1,164.517204303,0,118.055342908,0,25.2822711743,0,117.33658683,0,452.415415487,271.849658959,15.015,0,0,3,3,1,175.405355962,0,122.562175206,0,31.668902218,0,122.778982102,0
4973,>200 kg,180.836278269,410.924217797,230.087939529,-39,-39,-39,-39,-38,-38,5,3,4,3,58.1956878969,-122.640590372,True,False,0,2,EARLY_INVENTORY_BUILD_SIGNAL;LOCATION_CHANGED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",302.134475204,121.298196935,15.015,0,0,3,7,1,114.332437884,0,81.5037901125,0,47.3229194459,0,58.9753277609,0,352.335386323,171.499108054,15.015,0,0,3,7,1,143.444557045,0,92.3081379386,0,43.3591104935,0,73.2235808462,0,431.104458186,250.268179917,12.675,0,0,3,7,0.844155844156,175.405355962,0,110.862175206,0,55.7746185518,0,89.0623084666,0,431.707459103,250.871180834,0,0,0,3,5,0,182.584672143,0,109.327392597,0,51.060837633,0,88.7345567301,0,410.924217797,230.087939529,8.775,0,0,3,5,0.584415584416,180.084822885,0,100.103790113,0,46.6998964971,0,84.0357083032,0
4987,50-100 kg,386.76593055,474.81588895,88.0499583999,-31,-31,-29,-18,-6,-6,4,4,3,4,423.861526765,37.095596215,True,True,35.6084060188,3,RISK_LATER_WEAKENED_SIGNAL;LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",241.507481134,-145.258449416,8.775,0,0,2,4,0.584415584416,90.0053559616,94.2930938291,64.9621752057,17.4937995792,37.6776415006,0,48.8623084666,36.7821372818,302.134475204,-84.6314553465,15.015,0,0,3,5,1,114.332437884,69.9660119063,81.5037901125,0.952184672406,47.3229194459,0,58.9753277609,26.6691179875,371.306343625,-15.4595869254,15.015,0,0,4,4,1,143.444557045,40.8538927458,104.008137939,0,50.6300677951,0,73.2235808462,12.4208649021,428.822425608,42.0564950581,15.015,0,0.726204078741,4,2,1,166.844557045,17.4538927458,112.102729527,0,32.0827280981,2.28433212811,117.792410938,0,474.81588895,88.0499583999,15.015,0,8.00679366486,4,2,1,192.984132972,0,116.609561825,0,35.7297832151,0,129.492410938,0
5006,0-50 kg,58.1956878969,96.9581390235,38.7624511266,-39,-39,-39,-39,-39,-39,5,3,5,2,0,-58.1956878969,True,False,0,2,EARLY_INVENTORY_BUILD_SIGNAL;LOCATION_CHANGED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",182.014475204,123.818787307,0,0,0,2,3,0,67.5324378844,0,50.3037901125,0,28.6029194459,0,35.5753277609,0,147.633409272,89.4377213752,11.115,0,0,2,5,0.74025974026,55.6945570449,0,41.6081379386,0,20.9821334423,0,29.3485808462,0,156.451144954,98.2554570573,0,0,0,2,7,0,70.1053559616,0,28.9621752057,0,20.9713053203,0,36.4123084666,0,130.268765329,72.0730774325,0,0,0,2,7,0,59.734672143,0,23.527392597,0,16.2575244016,0,30.7491761878,0,96.9581390235,38.7624511266,0,0,0,2,7,0,47.6324378844,0,14.3037901125,0,11.8965832657,0,23.1253277609,0
5014,>200 kg,11.1833565999,511.162583677,499.979227078,-47,-47,-47,-47,-47,-47,6,4,7,4,423.861526765,412.678170165,True,True,111.137137394,4,EARLY_INVENTORY_BUILD_SIGNAL;RISK_LATER_WEAKENED_SIGNAL;LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",251.186343625,240.002987025,15.015,0,0,3,2,1,96.6445570449,0,72.8081379386,0,31.9100677951,0,49.8235808462,0,371.306343625,360.122987025,15.015,0,12.6236463422,4,2,1,212.15002543,0,82.4141425928,0,3.51859475544,0,73.2235808462,0,447.531150023,436.347793423,15.015,0,2.08586824266,4,4,1,236.477107353,0,92.7448143778,0,21.6856474461,0,96.6235808462,0,464.25896676,453.07561016,8.18199627703,25.645730654,0,4,7,0.544921496971,210.024505583,0,133.805958012,0,26.2096124032,0,94.2188907618,0,511.162583677,499.979227078,15.015,0,0,4,7,1,230.166211744,0,147.542603975,0,29.2296451441,0,104.224122815,0
5059,100-200 kg,180.565756528,319.377181415,138.811424887,-39,-39,-39,-39,-38,-14,5,3,2,3,142.923283799,-37.6424727289,True,False,24.674420824,2,LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",182.014475204,1.44871867585,0,0,0,2,3,0,67.5324378844,16.7483548688,50.3037901125,0,28.6029194459,0,35.5753277609,20.0664398043,160.308409272,-20.2573472559,15.015,0,0,2,5,1,61.5445570449,22.7362357084,45.5081379386,0,20.9821334423,0.0226673080258,32.2735808462,23.3681867189,199.257181415,18.6914248869,0,0,0,2,3,0,84.9965527975,0,42.6956786501,0,26.3776415006,0,45.1873084666,10.4544590985,259.317181415,78.7514248869,15.015,0,5.2829583731,3,1,1,133.070973621,0,44.686576765,0,24.6723225616,0,56.8873084666,0,319.377181415,138.811424887,15.015,0,10.3027948716,3,1,1,156.470973621,0,60.286576765,0,34.0323225616,0,68.5873084666,0
5073,>200 kg,11.1833565999,332.295415487,321.112058887,-31,-31,-31,-31,-31,-31,4,4,7,3,0,-11.1833565999,True,False,53.1929834021,3,EARLY_INVENTORY_BUILD_SIGNAL;LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",241.507481134,230.324124535,8.775,0,0,2,4,0.584415584416,90.0053559616,0,64.9621752057,0,37.6776415006,0,48.8623084666,0,182.014475204,170.831118604,0,0,0,2,6,0,67.5324378844,0,50.3037901125,0,28.6029194459,0,35.5753277609,0,251.186343625,240.002987025,15.015,28.9697577081,0,3,7,1,126.34616951,0,72.076283182,0,2.940310087,0,49.8235808462,0,305.071405215,293.888048615,15.015,0,0,3,6,1,158.953107698,0,74.5891972205,0,11.3091871016,0,60.2199131946,0,332.295415487,321.112058887,15.015,0,0,3,6,1,169.841259357,0,67.1389495117,0,29.6528981522,0,65.6623084666,0
5087,50-100 kg,156.407515605,244.342481134,87.9349655297,-31,-31,-31,-31,-31,-8,4,3,3,3,58.1956878969,-98.2118277079,True,False,17.5619850543,2,LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",241.507481134,85.0999655297,8.775,0,0,2,4,0.584415584416,90.0053559616,0,64.9621752057,0,37.6776415006,0,48.8623084666,0,184.939475204,28.531959599,0,0,0,2,2,0,67.5324378844,2.82242946937,50.3037901125,0,28.6029194459,0,38.5003277609,0.62254457604,163.233409272,6.82589366726,15.015,0,0,2,4,1,61.5445570449,8.81031030891,45.5081379386,0,20.9821334423,1.92924556664,35.1985808462,3.92429149069,217.118470862,60.7109552571,15.015,0,0,3,5,1,95.7653298633,0,47.9682279529,0,27.7899998511,0,45.5949131946,0,244.342481134,87.9349655297,15.015,4.41385949387,0,3,5,1,106.653481522,0,48.0612007572,0,34.1766308947,0,55.4511679605,0
5115,>200 kg,180.836278269,450.068899259,269.23262099,-47,-47,-47,-47,-46,-46,6,3,4,3,180.836278269,5.68434188608e-14,True,False,48.4905535995,3,EARLY_INVENTORY_BUILD_SIGNAL;LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",251.186343625,70.3500653561,15.015,0,0,3,7,1,96.6445570449,0,72.8081379386,0,31.9100677951,0,49.8235808462,0,332.295415487,151.459137218,15.015,0,0,3,5,1,128.605355962,0,72.4236598921,0,46.6655758533,0,84.6008237802,0,392.922409557,212.086131288,15.015,13.8797640236,0,3,4,1,166.812201908,0,94.1844374937,0,27.199523498,0,104.726246657,0,403.661377555,222.825099286,4.53314753862,0,0,3,1,0.30190792798,171.540762446,0,99.052139357,0,23.6585000771,0,109.409975675,0,450.068899259,269.23262099,15.015,0,0,3,1,1,191.682468607,0,112.78878532,0,26.1824376043,0,119.415207727,0
5168,50-100 kg,180.565756528,258.987332194,78.4215756662,-31,-31,-31,-31,-30,-6,4,3,2,3,142.923283799,-37.6424727289,True,False,12.16161425,2,LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",241.507481134,60.9417246066,8.775,0,0,2,4,0.584415584416,90.0053559616,0,64.9621752057,0,37.6776415006,0,48.8623084666,6.77945909854,184.939475204,4.37371867585,0,0,0,2,2,0,67.5324378844,16.7483548688,50.3037901125,0,28.6029194459,0,38.5003277609,17.1414398043,163.233409272,-17.3323472559,15.015,0,0,2,2,1,61.5445570449,22.7362357084,45.5081379386,0,20.9821334423,0.0226673080258,35.1985808462,20.4431867189,219.35307961,38.7873230824,15.015,0,0.260733530332,3,1,1,83.5481453996,0.732647353596,54.96781028,0,21.7769288345,0,59.0601950962,0,258.987332194,78.4215756662,15.015,0,2.60733530332,3,1,1,100.588934642,0,59.4746425781,0,28.1635598782,0,70.7601950962,0
5220,>200 kg,161.875234945,530.730290396,368.855055451,-39,-39,-39,-39,-39,-39,5,5,7,5,189.355321264,27.4800863189,True,True,86.721807734,4,EARLY_INVENTORY_BUILD_SIGNAL;RISK_LATER_WEAKENED_SIGNAL;LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",302.134475204,140.259240259,15.015,0,0,3,7,1,114.332437884,0,81.5037901125,0,47.3229194459,0,58.9753277609,0,388.994224464,227.118989519,15.015,0,0.465470548409,4,6,1,187.26811648,0,104.008137939,0,28.9839827123,0,68.7339873331,0,470.103296327,308.228061382,15.015,0,0,5,7,1,233.197676913,0,79.371702548,0,42.8366464483,0,114.697270417,0,503.980916702,342.105681757,15.015,0,0,4,7,1,246.226993095,0,102.448552058,0,34.5712334106,0,120.734138138,0,530.730290396,368.855055451,15.015,0,0,4,7,1,257.524758836,0,112.406129613,0,39.5702922747,0,121.229109672,0
5243,>200 kg,180.565756528,428.129112996,247.563356468,-31,-31,-31,-31,-30,-30,4,3,2,3,180.836278269,0.27052174083,True,True,111.336294753,4,EARLY_INVENTORY_BUILD_SIGNAL;RISK_LATER_WEAKENED_SIGNAL;LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",241.507481134,60.9417246066,8.775,0,0,2,4,0.584415584416,90.0053559616,0,64.9621752057,0,37.6776415006,0,48.8623084666,6.77945909854,302.134475204,121.568718676,15.015,2.15141660421,0,3,6,1,160.354816682,0,81.5037901125,0,1.30054064822,19.7042601021,58.9753277609,0,362.50795514,181.942198612,15.015,0,0,3,6,1,182.035353698,0,77.4041992402,0,29.8448213556,0,73.2235808462,0,416.39301673,235.827260202,15.015,0,0,3,4,1,180.796475965,0,69.2571029047,0,38.2136983701,0,128.12573949,0,428.129112996,247.563356468,2.925,0,0,3,4,0.194805194805,184.298449791,0,69.8639352028,0,40.398593241,0,133.568134762,0
5315,>200 kg,58.1956878969,513.042409557,454.84672166,-39,-39,-39,-39,-39,-39,5,3,5,4,395.525364721,337.329676824,True,True,67.1216976545,4,EARLY_INVENTORY_BUILD_SIGNAL;RISK_LATER_WEAKENED_SIGNAL;LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",302.134475204,243.938787307,15.015,0,0,3,3,1,114.332437884,0,81.5037901125,0,47.3229194459,0,58.9753277609,0,371.306343625,313.110655728,15.015,2.93892441302,0,4,2,1,146.383481458,0,104.008137939,0,47.6911433821,0,73.2235808462,0,452.415415487,394.21972759,15.015,0,0,4,5,1,206.030896667,0,121.096309264,0,36.2259010894,0,89.0623084666,0,486.293035862,428.097347966,15.015,0,0,4,3,1,212.900695513,0,112.003530672,0,29.7934765409,0,131.595333137,0,513.042409557,454.84672166,15.015,0,0,4,3,1,224.198461254,0,118.379928187,0,34.792535405,0,135.67148471,0
5317,>200 kg,142.923283799,388.242409557,245.319125758,-39,-39,-39,-39,-39,-39,5,3,1,3,180.836278269,37.9129944697,True,True,79.5521575274,4,EARLY_INVENTORY_BUILD_SIGNAL;RISK_LATER_WEAKENED_SIGNAL;LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",182.014475204,39.0911914047,0,0,0,2,4,0,67.5324378844,0,50.3037901125,0,28.6029194459,0,35.5753277609,18.9756122071,251.186343625,108.263059826,15.015,0.369410475127,0,3,3,1,126.782259912,0,60.9866692389,0,1.77236492779,9.68331247771,61.645049546,0,332.295415487,189.372131688,15.015,0,0,3,5,1,158.743058829,0,68.331324155,0,27.737255337,0,77.4837771664,0,366.173035862,223.249752063,15.015,6.83065556689,0,3,4,1,164.941719443,0,67.318332034,0,32.3834744183,0,101.529509967,0,388.242409557,245.319125758,15.015,8.37473853024,0,3,4,1,176.239485185,0,73.6947295495,0,24.3277947522,0,113.98040007,0
5328,>200 kg,156.407515605,371.306343625,214.89882802,-31,-31,-31,-31,-31,-31,4,3,3,4,316.940731494,160.533215889,True,True,46.4789439141,3,RISK_LATER_WEAKENED_SIGNAL;LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",241.507481134,85.0999655297,8.775,0,0,2,4,0.584415584416,90.0053559616,0,64.9621752057,0,37.6776415006,0,48.8623084666,0,182.014475204,25.606959599,0,0,0,2,5,0,67.5324378844,2.82242946937,50.3037901125,0,28.6029194459,0,35.5753277609,3.54754457604,251.186343625,94.77882802,15.015,0,0,3,6,1,114.490688073,0,72.8081379386,0,14.063936767,8.84744224193,49.8235808462,0,311.246343625,154.83882802,15.015,0,1.54554668825,4,5,1,154.982256911,0,62.2462841485,0,20.9529776711,1.95840133782,73.0648248944,0,371.306343625,214.89882802,15.015,0,12.6236463422,4,5,1,178.382256911,0,77.8462841485,0,30.3129776711,0,84.7648248944,0
5331,50-100 kg,455.499334558,545.517665376,90.0183308176,-47,-47,-43,-24,-13,-13,6,5,5,5,546.93138762,91.4320530624,True,True,132.446969659,3,RISK_LATER_WEAKENED_SIGNAL;LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",352.335386323,-103.163948235,15.015,0,0,3,7,1,143.444557045,79.1220239805,92.3081379386,0,43.3591104935,0.827152252796,73.2235808462,42.9701853494,433.444458186,-22.0548763724,15.015,0,0,4,6,1,221.735570713,0.831010312452,106.5256064,0,16.1209726061,28.0652901401,89.0623084666,27.131457729,494.071452255,38.5721176969,15.015,0,0,5,7,1,246.062652636,0,97.8612678435,0,43.3069947193,0.879268026971,106.840537056,9.35322913918,505.833494304,50.3341597461,5.265,0,0,5,4,0.350649350649,213.404330764,9.1622502618,102.728969707,0,44.8866792837,0,144.81351455,0,545.517665376,90.0183308176,15.015,27.1808449834,0,5,4,1,227.696036925,0,83.7558281489,0,73.9079098556,0,160.157890446,0
5332,50-100 kg,58.1956878969,136.376260449,78.1805725526,-39,-39,-39,-39,-39,-39,5,3,5,2,0,-58.1956878969,True,False,0,2,EARLY_INVENTORY_BUILD_SIGNAL;LOCATION_CHANGED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",184.939475204,126.743787307,0,0,0,2,2,0,67.5324378844,0,50.3037901125,0,28.6029194459,0,38.5003277609,0,163.233409272,105.037721375,15.015,0,0,2,5,1,61.5445570449,0,45.5081379386,0,20.9821334423,0,35.1985808462,0,195.86926638,137.673578483,0,0,0,2,7,0,81.8053559616,0,38.7075631262,0,28.7176415006,0,46.6387057918,0,169.686886755,111.491198858,0,0,0,2,7,0,71.434672143,0,33.2727805175,0,24.0038605818,0,40.975573513,0,136.376260449,78.1805725526,0,0,0,2,7,0,59.3324378844,0,24.049178033,0,19.6429194459,0,33.3517250861,0
5340,0-50 kg,423.861526765,436.126503077,12.2649763114,-39,-39,-36,-11,0,0,5,4,4,4,189.355321264,-234.506205501,True,False,46.5148451133,2,LOCATION_CHANGED_SIGNAL;HTT_REALLOCATED_SIGNAL,"Signals are descriptive; final target is an ex-post reference, not proof of contemporaneous policy error",184.939475204,-238.922051561,0,0,0,2,2,0,67.5324378844,101.030542556,50.3037901125,82.2551984544,28.6029194459,12.3102627668,38.5003277609,43.3260477842,254.111343625,-169.75018314,15.015,0,0,3,4,1,96.6445570449,71.9184233956,72.8081379386,59.7508506283,31.9100677951,9.00311441763,52.7485808462,29.0777946989,335.220415487,-88.6411112779,15.015,0,0,3,5,1,128.605355962,39.9576244788,73.7902996273,58.7686889396,46.6655758533,0,86.159184045,0,385.893518821,-37.968007944,15.015,0,2.1904139163,4,6,1,148.281591574,20.2813888661,105.144537147,27.4144514201,40.2713383339,0.641843878838,92.1960517662,0,436.126503077,12.2649763114,15.015,0,8.21692662899,4,6,1,169.478424257,0,133.933269162,0,49.6313383339,0,83.0834713238,0
