path_id,checkpoint_relative_hour,failure_type,tail_group,site,site_increment_kw,all125_recovered,ablated_candidate_total_increment_kw,ablated_physical_margin_kg,recovery_survives_site_ablation,increment_necessary,contribution_class,diagnostic_scope
783,-8,mixed,difficult4,3,30,YES,162.5,25.191080929,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
869,-8,mixed,difficult4,3,30,YES,162.5,24.816565219,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
1057,-8,mixed,difficult4,3,30,YES,162.5,6.272702728,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
1432,-8,mixed,difficult4,3,30,YES,162.5,23.742948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
1655,-8,mixed,difficult4,3,30,YES,162.5,-2.37114535,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2414,-8,mixed,difficult4,3,30,YES,162.5,1.130978904,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2419,-8,mixed,difficult4,3,30,YES,162.5,9.890413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2676,-8,mixed,difficult4,3,30,YES,162.5,1.130978904,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2829,-8,mixed,difficult4,3,30,YES,162.5,7.361215299,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2916,-8,mixed,difficult4,3,30,YES,162.5,4.055978904,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3269,-8,mixed,difficult4,3,30,YES,162.5,24.390294789,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3381,-8,mixed,difficult4,3,30,YES,162.5,21.891565219,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3911,-8,pure_quantity,difficult4,3,30,YES,162.5,9.890413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3951,-8,pure_quantity,difficult4,3,30,YES,162.5,23.742948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3997,-8,mixed,difficult4,3,30,YES,162.5,23.742948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
4075,-8,pure_quantity,difficult4,3,30,YES,162.5,1.127716306,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
4329,-8,mixed,normal95,3,30,YES,162.5,9.890413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
4448,-8,mixed,difficult4,3,30,YES,162.5,1.130978904,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
4674,-8,mixed,difficult4,3,30,YES,162.5,4.055978904,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
4711,-8,mixed,difficult4,3,30,YES,162.5,9.944445908,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
4744,-8,mixed,difficult4,3,30,YES,162.5,-1.063767181,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
5334,-8,mixed,difficult4,3,30,YES,162.5,9.890413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
5444,-8,pure_quantity,difficult4,3,30,YES,162.5,9.890413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
5557,-8,mixed,difficult4,3,30,YES,162.5,4.055978904,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6098,-8,mixed,difficult4,3,30,YES,162.5,19.215546535,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6257,-8,pure_quantity,difficult4,3,30,YES,162.5,9.890413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6266,-8,mixed,difficult4,3,30,YES,162.5,15.341021937,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6526,-8,pure_quantity,difficult4,3,30,YES,162.5,9.890413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
7541,-8,mixed,difficult4,3,30,YES,162.5,1.130978904,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
7623,-8,mixed,difficult4,3,30,YES,162.5,1.130978904,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
7669,-8,mixed,difficult4,3,30,YES,162.5,15.341021937,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8061,-8,mixed,difficult4,3,30,YES,162.5,6.064313328,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8138,-8,mixed,difficult4,3,30,YES,162.5,1.130978904,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8440,-8,mixed,difficult4,3,30,YES,162.5,23.742948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8611,-8,mixed,difficult4,3,30,YES,162.5,-0.552297272,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8716,-8,mixed,difficult4,3,30,YES,162.5,15.341021937,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8873,-8,pure_quantity,difficult4,3,30,YES,162.5,-0.465558605,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9276,-8,mixed,difficult4,3,30,YES,162.5,7.19729044,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9638,-8,mixed,difficult4,3,30,YES,162.5,12.815413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9657,-8,pure_quantity,difficult4,3,30,YES,162.5,9.890413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9825,-8,mixed,difficult4,3,30,YES,162.5,19.215546535,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9955,-8,mixed,difficult4,3,30,YES,162.5,24.930100051,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
477,-4,pure_quantity,difficult4,3,30,YES,162.5,6.263121767,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
783,-4,mixed,difficult4,3,30,YES,162.5,6.934200121,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
869,-4,mixed,difficult4,3,30,YES,162.5,12.141565219,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
965,-4,mixed,difficult4,3,30,YES,162.5,9.756648242,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
1432,-4,mixed,difficult4,3,30,YES,162.5,9.775379483,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
1580,-4,mixed,difficult4,3,30,YES,162.5,10.371796157,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3269,-4,mixed,difficult4,3,30,YES,162.5,-1.666354648,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3381,-4,mixed,difficult4,3,30,YES,162.5,3.041626809,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3997,-4,mixed,difficult4,3,30,YES,162.5,9.775379483,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
5055,-4,mixed,difficult4,3,30,YES,162.5,-1.21117678,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6098,-4,mixed,difficult4,3,30,YES,162.5,6.540546535,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6266,-4,mixed,difficult4,3,30,YES,162.5,2.666021937,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
7392,-4,mixed,difficult4,3,30,YES,162.5,1.65502091,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
7669,-4,mixed,difficult4,3,30,YES,162.5,2.666021937,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8384,-4,mixed,difficult4,3,30,YES,162.5,10.371796157,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8440,-4,mixed,difficult4,3,30,YES,162.5,9.775379483,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8716,-4,mixed,difficult4,3,30,YES,162.5,2.666021937,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9334,-4,pure_quantity,difficult4,3,30,YES,162.5,9.818112131,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9638,-4,mixed,difficult4,3,30,YES,162.5,0.140413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9825,-4,mixed,difficult4,3,30,YES,162.5,0.365608124,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
152,-16,mixed,difficult4,4,37.5,YES,155,46.752948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
326,-16,pure_quantity,extreme1,4,37.5,YES,155,10.031882507,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
467,-16,mixed,difficult4,4,37.5,YES,155,46.752948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
488,-16,mixed,difficult4,4,37.5,YES,155,46.752948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
518,-16,pure_quantity,extreme1,4,37.5,YES,155,43.803087584,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
643,-16,mixed,difficult4,4,37.5,YES,155,47.677612182,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
801,-16,pure_quantity,difficult4,4,37.5,YES,155,46.752948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
904,-16,pure_quantity,difficult4,4,37.5,YES,155,11.082309084,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
1165,-16,pure_quantity,extreme1,4,37.5,YES,155,46.752948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
1313,-16,mixed,difficult4,4,37.5,YES,155,-7.461553407,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
1320,-16,pure_quantity,extreme1,4,37.5,YES,155,46.752948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
1628,-16,pure_quantity,extreme1,4,37.5,YES,155,-3.270519397,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
1666,-16,mixed,difficult4,4,37.5,YES,155,47.677612182,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2000,-16,pure_quantity,extreme1,4,37.5,YES,155,46.752948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2052,-16,mixed,difficult4,4,37.5,YES,155,43.803087584,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2103,-16,mixed,difficult4,4,37.5,YES,155,47.677612182,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2268,-16,pure_quantity,extreme1,4,37.5,YES,155,25.046882507,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2316,-16,pure_quantity,extreme1,4,37.5,YES,155,16.271882507,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2420,-16,mixed,difficult4,4,37.5,YES,155,-3.270519397,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2435,-16,pure_quantity,difficult4,4,37.5,YES,155,43.803087584,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2467,-16,mixed,difficult4,4,37.5,YES,155,38.406511555,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2501,-16,mixed,difficult4,4,37.5,YES,155,44.608044551,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2962,-16,mixed,extreme1,4,37.5,YES,155,-6.590925286,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3349,-16,pure_quantity,difficult4,4,37.5,YES,155,38.406511555,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3724,-16,pure_quantity,extreme1,4,37.5,YES,155,15.115140646,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3909,-16,pure_quantity,extreme1,4,37.5,YES,155,25.046882507,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
4007,-16,pure_quantity,difficult4,4,37.5,YES,155,46.752948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
4689,-16,pure_quantity,difficult4,4,37.5,YES,155,15.115140646,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
4711,-16,mixed,difficult4,4,37.5,YES,155,38.406511555,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
4723,-16,pure_quantity,extreme1,4,37.5,YES,155,46.752948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
5152,-16,mixed,difficult4,4,37.5,YES,155,25.046882507,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
5212,-16,mixed,difficult4,4,37.5,YES,155,19.196882507,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
5265,-16,pure_quantity,extreme1,4,37.5,YES,155,25.046882507,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
5592,-16,pure_quantity,extreme1,4,37.5,YES,155,27.971882507,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
5685,-16,pure_quantity,difficult4,4,37.5,YES,155,46.752948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6098,-16,mixed,difficult4,4,37.5,YES,155,47.677612182,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6260,-16,pure_quantity,difficult4,4,37.5,YES,155,15.115140646,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6266,-16,mixed,difficult4,4,37.5,YES,155,43.803087584,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6663,-16,mixed,difficult4,4,37.5,YES,155,47.677612182,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6698,-16,mixed,difficult4,4,37.5,YES,155,-4.220043995,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6960,-16,mixed,difficult4,4,37.5,YES,155,-3.270519397,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
7564,-16,mixed,difficult4,4,37.5,YES,155,-3.448824541,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
7669,-16,mixed,difficult4,4,37.5,YES,155,43.803087584,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
7786,-16,mixed,difficult4,4,37.5,YES,155,38.406511555,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
7862,-16,mixed,difficult4,4,37.5,YES,155,46.752948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8332,-16,pure_quantity,extreme1,4,37.5,YES,155,46.752948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8716,-16,mixed,difficult4,4,37.5,YES,155,43.803087584,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8747,-16,mixed,difficult4,4,37.5,YES,155,46.752948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8916,-16,mixed,difficult4,4,37.5,YES,155,10.031882507,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9063,-16,mixed,difficult4,4,37.5,YES,155,19.196882507,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9428,-16,pure_quantity,extreme1,4,37.5,YES,155,38.406511555,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9825,-16,mixed,difficult4,4,37.5,YES,155,47.677612182,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
201,-8,pure_quantity,difficult4,4,37.5,YES,155,8.720413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
459,-8,pure_quantity,difficult4,4,37.5,YES,155,12.577024047,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
668,-8,pure_quantity,difficult4,4,37.5,YES,155,9.37374371,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
766,-8,pure_quantity,difficult4,4,37.5,YES,155,8.720413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
783,-8,mixed,difficult4,4,37.5,YES,155,24.021080929,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
869,-8,mixed,difficult4,4,37.5,YES,155,23.646565219,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
1057,-8,mixed,difficult4,4,37.5,YES,155,5.102702728,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
1432,-8,mixed,difficult4,4,37.5,YES,155,22.572948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
1655,-8,mixed,difficult4,4,37.5,YES,155,-3.54114535,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2414,-8,mixed,difficult4,4,37.5,YES,155,-0.039021096,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2419,-8,mixed,difficult4,4,37.5,YES,155,8.720413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2676,-8,mixed,difficult4,4,37.5,YES,155,-0.039021096,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2829,-8,mixed,difficult4,4,37.5,YES,155,6.191215299,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
2916,-8,mixed,difficult4,4,37.5,YES,155,2.885978904,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3269,-8,mixed,difficult4,4,37.5,YES,155,23.220294789,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3381,-8,mixed,difficult4,4,37.5,YES,155,20.721565219,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3911,-8,pure_quantity,difficult4,4,37.5,YES,155,8.720413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3951,-8,pure_quantity,difficult4,4,37.5,YES,155,22.572948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3997,-8,mixed,difficult4,4,37.5,YES,155,22.572948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
4075,-8,pure_quantity,difficult4,4,37.5,YES,155,-0.042283694,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
4329,-8,mixed,normal95,4,37.5,YES,155,8.720413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
4448,-8,mixed,difficult4,4,37.5,YES,155,-0.039021096,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
4674,-8,mixed,difficult4,4,37.5,YES,155,2.885978904,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
4711,-8,mixed,difficult4,4,37.5,YES,155,8.774445908,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
4744,-8,mixed,difficult4,4,37.5,YES,155,-2.233767181,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
5334,-8,mixed,difficult4,4,37.5,YES,155,8.720413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
5444,-8,pure_quantity,difficult4,4,37.5,YES,155,8.720413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
5557,-8,mixed,difficult4,4,37.5,YES,155,2.885978904,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6098,-8,mixed,difficult4,4,37.5,YES,155,18.045546535,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6257,-8,pure_quantity,difficult4,4,37.5,YES,155,8.720413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6266,-8,mixed,difficult4,4,37.5,YES,155,14.171021937,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
