candidate,path_id,checkpoint_relative_hour,failure_type,tail_group,grid_aware_recovery_supported,classification,critical_bus,grid_clipped_hours,minimum_voltage_margin,grid_aware_recovery_margin_kg
B1001,4723,-16,pure_quantity,extreme1,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00185615734832,33.492948439
B1001,5152,-16,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00185615734832,11.786882507
B1001,5212,-16,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00185615734832,5.936882507
B1001,5265,-16,pure_quantity,extreme1,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00185615734832,11.786882507
B1001,5334,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00185615734832,2.090413075
B1001,5444,-8,pure_quantity,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00185615734832,2.090413075
B1001,5592,-16,pure_quantity,extreme1,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00185615734832,14.711882507
B1001,5685,-16,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,24.717948439
B1001,6098,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,25.642612182
B1001,6098,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00185615734832,11.415546535
B1001,6098,-4,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.0178419644399,2.640546535
B1001,6257,-8,pure_quantity,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00185615734832,2.090413075
B1001,6260,-16,pure_quantity,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-6.91985935395
B1001,6266,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,21.768087584
B1001,6266,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00185615734832,7.541021937
B1001,6526,-8,pure_quantity,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00185615734832,2.090413075
B1001,6663,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,25.642612182
B1001,7669,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,21.768087584
B1001,7669,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00185615734832,7.541021937
B1001,7786,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,16.371511555
B1001,7862,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,24.717948439
B1001,8332,-16,pure_quantity,extreme1,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00185615734832,33.492948439
B1001,8384,-4,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-2.30320384295
B1001,8440,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,7.16794843905
B1001,8440,-4,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-2.89962051695
B1001,8716,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,21.768087584
B1001,8716,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00185615734832,7.541021937
B1001,8747,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,24.717948439
B1001,9063,-16,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00185615734832,5.936882507
B1001,9334,-4,pure_quantity,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.0178419644399,5.918112131
B1001,9428,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,16.371511555
B1001,9638,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00185615734832,5.015413075
B1001,9657,-8,pure_quantity,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00185615734832,2.090413075
B1001,9825,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,25.642612182
B1001,9825,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00185615734832,11.415546535
B1001,9955,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00836635249677,17.130100051
B0110,152,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,11.0892167196
B0110,459,-8,pure_quantity,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.0042894139305,0.877024047
B0110,467,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,11.0892167196
B0110,488,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,11.0892167196
B0110,518,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,8.94787978396
B0110,643,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,12.0138804626
B0110,783,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.0042894139305,12.321080929
B0110,783,-4,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.0042894139305,0.499200121
B0110,801,-16,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,11.0892167196
B0110,869,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,11.3748991468
B0110,869,-4,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.0138073021624,5.706565219
B0110,965,-4,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.0042894139305,3.321648242
B0110,1165,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,15.2188426736
B0110,1320,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,15.7878512912
B0110,1432,-8,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-0.819117208233
B0110,1432,-4,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-8.35168616423
B0110,1580,-4,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-7.75526949023
B0110,1666,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,12.0138804626
B0110,2000,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,14.9092774405
B0110,2052,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,8.1393558646
B0110,2103,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,12.0138804626
B0110,2268,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,1.07521643483
B0110,2435,-16,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,8.1393558646
B0110,2467,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,3.55130375496
B0110,2501,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,20.6363784788
B0110,3269,-8,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-0.171770858233
B0110,3349,-16,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,2.7427798356
B0110,3381,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,8.44989914683
B0110,3909,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,1.07521643483
B0110,3951,-8,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,0.976006203933
B0110,3997,-8,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-0.819117208233
B0110,3997,-4,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-8.35168616423
B0110,4007,-16,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,11.0892167196
B0110,4711,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,2.7427798356
B0110,4723,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,15.2188426736
B0110,5152,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,1.07521643483
B0110,5265,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,1.07521643483
B0110,5592,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,4.00021643483
B0110,5685,-16,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,11.0892167196
B0110,6098,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,12.0138804626
B0110,6098,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,5.77388046283
B0110,6098,-4,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.0138073021624,0.105546535
B0110,6266,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,8.1393558646
B0110,6266,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,1.89935586483
B0110,6663,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,12.0138804626
B0110,7669,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,8.1393558646
B0110,7669,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,1.89935586483
B0110,7786,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,2.7427798356
B0110,7862,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,11.0892167196
B0110,8332,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,15.2188426736
B0110,8384,-4,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-7.75526949023
B0110,8440,-8,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-0.819117208233
B0110,8440,-4,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-8.35168616423
B0110,8716,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,8.1393558646
B0110,8716,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,1.89935586483
B0110,8747,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,11.0892167196
B0110,9334,-4,pure_quantity,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.0138073021624,3.383112131
B0110,9428,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,2.7427798356
B0110,9825,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,12.0138804626
B0110,9825,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,5.77388046283
B0110,9955,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.0042894139305,12.060100051
B0101,152,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,18.6828070996
B0101,459,-8,pure_quantity,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00602018480889,2.047024047
B0101,467,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,18.6828070996
B0101,477,-4,pure_quantity,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,2,0,-2.78457606902
B0101,488,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,18.6828070996
B0101,518,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,3,0,20.3848554064
B0101,643,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,19.6074708426
B0101,783,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00602018480889,13.491080929
B0101,783,-4,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00602018480889,1.084200121
B0101,801,-16,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,18.6828070996
B0101,869,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,12.9314238796
B0101,869,-4,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.0155200798561,6.291565219
B0101,965,-4,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00602018480889,3.906648242
B0101,1165,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,2,0,25.4855373931
B0101,1320,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,2,0,25.4855373931
B0101,1432,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,5.21794843901
B0101,1432,-4,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-2.89962051699
B0101,1580,-4,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-2.30320384299
B0101,1666,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,19.6074708426
B0101,2000,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,2,0,25.4855373931
B0101,2052,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,15.7329462446
B0101,2103,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,19.6074708426
B0101,2268,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,3.80174116762
B0101,2435,-16,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,15.7329462446
B0101,2467,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,3,0,14.9882793774
B0101,2501,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,23.3629032116
B0101,3269,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,5.86529478901
B0101,3349,-16,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,10.3363702156
B0101,3381,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,10.0064238796
B0101,3909,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,3.80174116762
B0101,3951,-8,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,2,0,9.86985760074
B0101,3997,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,5.21794843901
B0101,3997,-4,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-2.89962051699
B0101,4007,-16,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,18.6828070996
B0101,4711,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,10.3363702156
B0101,4723,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,2,0,25.4855373931
B0101,5152,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,3.80174116762
B0101,5265,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,3.80174116762
B0101,5592,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,6.72674116762
B0101,5685,-16,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,18.6828070996
B0101,6098,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,19.6074708426
B0101,6098,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,7.33040519562
B0101,6098,-4,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.0155200798561,0.690546535
B0101,6266,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,15.7329462446
B0101,6266,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,3.45588059762
B0101,6663,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,19.6074708426
B0101,7669,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,15.7329462446
B0101,7669,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,3.45588059762
B0101,7786,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,10.3363702156
B0101,7862,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,18.6828070996
B0101,8332,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,2,0,25.4855373931
B0101,8384,-4,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-2.30320384299
B0101,8440,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,4,0,5.21794843901
B0101,8440,-4,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-2.89962051699
B0101,8716,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,15.7329462446
B0101,8716,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,3.45588059762
B0101,8747,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,18.6828070996
B0101,9334,-4,pure_quantity,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.0155200798561,3.968112131
B0101,9428,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,10.3363702156
B0101,9638,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,0.930271735619
B0101,9825,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,19.6074708426
B0101,9825,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,7.33040519562
B0101,9955,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00602018480889,13.230100051
B0011,152,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,8.70087977301
B0011,467,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,8.70087977301
B0011,488,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,8.70087977301
B0011,518,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,3,0,12.1089905059
B0011,643,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,9.62554351601
B0011,783,-8,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00638688923503,10.371080929
B0011,801,-16,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,8.70087977301
B0011,869,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,9.96156220024
B0011,869,-4,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.015882980689,4.731565219
B0011,965,-4,mixed,difficult4,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00638688923503,2.346648242
B0011,1165,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,19.4179454202
B0011,1320,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,19.4179454202
B0011,1432,-8,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-1.79411720822
B0011,1432,-4,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-8.35168616422
B0011,1580,-4,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-7.75526949022
B0011,1666,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,9.62554351601
B0011,2000,-16,pure_quantity,extreme1,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,18,0,0.00178342709361,19.452948439
B0011,2052,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,5.75101891801
B0011,2103,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,9.62554351601
B0011,2435,-16,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,5.75101891801
B0011,2467,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,3,0,6.71241447694
B0011,2501,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,17.2730415322
B0011,3269,-8,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-1.14677085822
B0011,3349,-16,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,0.354442889013
B0011,3381,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,7.03656220024
B0011,3951,-8,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,2,0,4.5638543797
B0011,3997,-8,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-1.79411720822
B0011,3997,-4,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-8.35168616422
B0011,4007,-16,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,8.70087977301
B0011,4711,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,0.354442889013
B0011,4723,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,19.4179454202
B0011,5592,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,0.636879488237
B0011,5685,-16,pure_quantity,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,8.70087977301
B0011,6098,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,9.62554351601
B0011,6098,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,4.36054351624
B0011,6266,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,5.75101891801
B0011,6266,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,0.486018918237
B0011,6663,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,9.62554351601
B0011,7669,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,5.75101891801
B0011,7669,-8,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,0.486018918237
B0011,7786,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,0.354442889013
B0011,7862,-16,mixed,difficult4,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,5,0,8.70087977301
B0011,8332,-16,pure_quantity,extreme1,YES,PARTIALLY_CLIPPED_BUT_STILL_SUPPORTED,18,1,0,19.4179454202
B0011,8384,-4,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-7.75526949022
B0011,8440,-8,mixed,difficult4,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,18,4,0,-1.79411720822
